NAME,CORE MATCHES,% CORE FAMILIES,% NON-CORE,GENOME LENGTH,N50,NO. CONTIGS,NON-ATCG,% GC CONTENT
STY125_MERGE_AL513382,3284,100,25.1,4801006,204544,154,88,52.0
16STY135_AL513382,3279,99.8,25.0,4782961,161323,79,2925,52.0
9STY143D26_AL513382,3281,99.9,25.2,4804852,175904,167,241,52.0
STY136_MERGE_AL513382,3286,100,25.4,4817783,204375,219,723,52.0
16STY140_AL513382,3281,99.9,24.3,4741285,210979,57,267,52.0
7STY127_AL513382,3287,99.9,25.3,4813236,206902,123,723,52.1
10STY144_AL513382,3284,100,25.2,4802967,206697,147,241,52.0
11STY146_AL513382,3283,99.9,25.0,4792235,206751,152,482,52.0
17STY147_AL513382,3277,99.6,25.7,4816093,179334,75,5104,52.1
17STY148_AL513382,3292,100,26.5,4891893,163488,288,220,52.0
14STY156_AL513382,3285,100,25.3,4807021,206351,184,723,52.0
12STY149_AL513382,3287,100,25.3,4811877,204604,222,0,52.0
13STY150_AL513382,3287,100,25.1,4798794,204375,157,241,52.0
18STY157_AL513382,3283,99.8,26.1,4857004,183706,176,4617,52.1
15STY158_AL513382,3285,100,25.4,4816899,204375,199,241,52.0
17STY160_AL513382,3284,100,25.5,4820338,206497,146,808,52.0
19STY164_AL513382,3287,100,25.2,4803805,185189,130,0,52.0
16STY159_AL513382,3281,99.9,25.1,4789754,204375,113,1205,52.0
18STY163_AL513382,3287,100,25.7,4840186,206877,162,530,52.0
STY169_MERGE_AL513382,3286,100,26.4,4881783,206957,322,195,52.0
19STY174_AL513382,3288,99.9,27.1,4928079,157009,317,4856,52.0
25STY185_AL513382,3282,99.9,24.7,4768861,185911,110,1205,52.1
STY173_MERGE_AL513382,3288,100,25.4,4818476,204375,221,723,52.0
22STY176D1_AL513382,3279,99.8,25.5,4811728,206877,145,3615,52.0
26STY186_AL513382,3286,100,24.8,4780177,206829,110,1204,52.0
24STY178_AL513382,3285,99.9,26.6,4896573,204371,146,7298,52.0
29STY196_AL513382,3287,100,25.1,4797792,204733,140,0,52.0
30STY200_AL513382,3283,100,25.3,4807745,175754,138,723,52.0
STY188_MERGE_AL513382,3278,99.8,25.8,4834278,206925,135,3374,52.0
STY195_MERGE_AL513382,3285,100,25.2,4802380,204768,238,481,52.0
20STY202_AL513382,3288,99.9,23.8,4716177,180208,219,3616,52.1
18STY210_AL513382,3273,99.7,25.6,4810730,179530,109,5583,52.0
24STY213_AL513382,3287,99.9,25.5,4825929,157233,76,5087,52.1
31STY216_AL513382,3284,100,25.1,4797808,206751,135,241,52.0
32STY226_AL513382,3283,99.9,25.2,4800861,204931,136,241,52.0
21STY219D1_AL513382,3272,99.6,25.2,4779316,118157,83,1857,52.0
23STY222_AL513382,3287,100,26.4,4883672,206751,343,241,52.0
STY232_MERGE_AL513382,3286,100,26.1,4861761,204764,253,1105,52.0
20STY229_AL513382,3282,99.9,25.3,4805964,161459,94,1961,52.0
24STY235D1_AL513382,3285,99.9,26.0,4856897,204819,338,482,52.0
STY236_MERGE_AL513382,3285,100,25.6,4831076,206617,259,2018,52.0
28STY239_AL513382,3246,98.8,26.2,4769808,44978,202,1247,52.0
2533_AL513382,3283,100,24.7,4773516,204819,52,241,52.0
12STY244_AL513382,3285,100,25.5,4822701,206563,256,438,52.0
29STY240_AL513382,3281,99.8,25.2,4797807,185840,178,3586,52.0
2546_AL513382,3389,99.9,26.2,5026448,152210,57,3611,52.0
535_AL513382,3291,99.9,29.1,5071438,206817,464,4885,52.0
H121340344,3281,99.9,23.9,4720356,204338,48,691,52.0
H121700493,3283,100,25.9,4850429,204338,56,834,52.0
H123240558,3281,99.9,25.3,4807180,185454,56,1334,52.0
H120880480,3284,100,24.4,4754022,206380,42,584,52.0
H122720606,3282,99.9,23.9,4721366,206431,43,584,52.0
H120700379,3284,100,24.5,4763404,185454,49,834,51.9
H121220713,3279,99.8,24.5,4749972,206380,52,1834,52.0
H121880406,3282,99.9,23.9,4722618,207394,47,1084,52.0
H123220572,3279,99.8,24.4,4748882,204347,43,1331,52.1
H123760548,3282,99.9,26.3,4876697,172182,54,584,51.9
H123820597,3284,100,25.4,4819453,186420,45,584,52.1
H122020506,3281,99.9,23.8,4715690,186433,46,584,52.1
H124140814,3282,99.9,26.0,4852912,185454,58,666,52.0
H121000365,3284,100,24.4,4754049,220902,45,714,52.0
H121560563,3283,100,25.9,4852097,168774,58,1084,52.0
H124140816,3282,99.9,24.9,4778284,206236,55,1084,52.1
H124220693,3283,100,24.3,4746122,217910,45,584,52.1
H120520612,3284,100,23.9,4721516,206380,46,1084,52.0
H120940599,3285,100,26.0,4853630,206380,54,1084,52.0
H121600344,3281,99.9,24.3,4743455,204338,62,1001,52.1
H123420688,3280,99.9,25.1,4791012,206345,50,1623,52.1
H124520476,3283,100,23.9,4723488,206386,49,994,52.0
H123820598,3280,99.9,23.9,4717636,189052,57,1574,52.1
H120480474,3283,100,23.9,4721550,217832,44,584,52.0
H122280391,3286,100,24.8,4779540,204353,51,978,52.1
H120660652,3283,100,24.8,4774358,241576,41,584,52.0
H143740623,3284,100,24.2,4739431,204105,46,830,52.1
H143740612,3283,100,25.6,4828707,206374,46,580,52.0
H143740622,3282,99.9,24.5,4753806,204338,44,1481,52.0
H143740619,3283,99.9,26.7,4902223,187845,51,813,52.0
H122440463,3284,100,27.7,4973482,206313,62,580,51.7
H143740613,3281,99.9,24.1,4728863,180135,123,1359,52.0
H144220629,3284,100,22.2,4622190,217910,43,461,52.1
H143540771,3279,99.8,24.2,4723282,161181,51,2529,52.0
H144500520,3284,100,23.9,4722602,171973,45,714,52.0
H143980712,3281,99.9,24.0,4721857,238137,42,2084,52.0
H144060557,3280,99.9,24.3,4733809,204338,46,2231,52.0
H143340448,3281,99.9,24.1,4721197,206329,44,1870,52.0
H143600563,3273,99.7,25.0,4752749,206356,50,4107,52.0
H144460490,3284,100,24.4,4754207,203802,54,831,52.0
H150320542,3284,100,24.9,4782719,204338,53,583,52.0
H143920708,3282,99.9,26.0,4851760,171961,49,1214,52.0
H143540770,3281,99.9,24.0,4722994,171946,47,2334,52.0
H143540769,3279,99.8,24.2,4722716,250210,46,2108,52.0
H150200806,3283,100,26.0,4852765,153764,57,801,52.0
H150220525,3283,100,24.1,4733137,172165,46,624,52.0
H143880540,3280,99.9,23.4,4686241,162654,53,1334,52.1
H143660452,3273,99.7,25.9,4837507,168527,48,834,52.1
H150260368,3284,100,24.6,4765963,206374,49,584,51.9
H145240542,3282,99.9,24.4,4750895,203814,42,834,52.0
H144940495,3283,100,25.9,4851674,204338,56,952,52.0
H150320543,3284,100,24.8,4781866,206162,51,580,52.0
H143900520,3284,100,23.9,4723932,217997,45,584,52.0
H145120598,3284,100,24.3,4747468,218004,47,1084,52.1
H145060540,3283,100,23.9,4721910,217910,43,584,52.0
H150200804,3284,100,24.1,4732870,206315,41,584,52.0
H143900522,3283,100,25.9,4852405,206380,51,584,52.0
H145100625,3284,100,24.9,4786345,206162,47,1083,52.0
H143660453,3282,99.9,26.0,4853080,147272,68,1567,52.0
H150220527,3284,100,24.9,4784267,153748,50,460,51.9
H150220526,3283,100,25.9,4851943,204338,51,714,52.0
H145220604,3281,99.9,24.3,4738833,206614,46,834,52.1
H150340516,3284,100,24.3,4745903,206350,49,834,52.1
H151340526,3283,100,23.9,4724433,206605,41,576,52.1
H142260452,3277,99.8,26.1,4849297,149438,52,1686,52.0
H141741066,3278,99.8,25.8,4825891,184982,48,1295,52.0
H142180435,3279,99.8,25.8,4828970,218170,42,1082,52.0
H141640745,3282,99.9,25.7,4829000,192941,45,1335,52.0
H144720739,3284,100,24.3,4744901,217910,45,1077,52.1
H142180436,3284,100,24.6,4764471,217754,46,584,51.9
H141620544,3282,99.9,23.4,4684342,244840,43,1334,52.1
H142600190,3278,99.8,24.0,4712644,215627,57,1651,52.1
H143760533,3281,99.9,24.6,4761736,171938,50,1083,52.0
H150820685,3282,99.9,23.6,4701536,217992,46,832,52.1
H141520480,3283,100,25.9,4851679,171972,52,430,52.0
H144100491,3281,99.9,24.5,4744633,206222,47,1834,52.1
H144400574,3282,99.9,24.0,4721756,204338,42,1619,52.0
H151140682,3276,99.8,24.8,4759854,142661,63,1709,52.0
H143520419,3284,100,24.3,4746013,161310,52,1248,52.1
H144400575,3283,100,25.9,4852076,204338,47,622,52.0
H141620541,3275,99.7,24.8,4761803,151274,63,1237,52.1
H143860628,3283,100,23.9,4722153,217912,41,650,52.0
H144960528,3284,100,24.4,4754408,171973,49,834,52.0
H143160436,3282,99.9,24.0,4721917,204338,43,1084,52.0
H143980715,3283,100,26.0,4855128,206474,52,581,52.0
H141980480,3284,100,24.5,4763261,221896,43,1084,51.9
H143820847,3281,99.9,24.7,4766052,206390,47,1084,52.1
H143920707,3282,99.9,24.3,4746837,213811,44,826,52.1
H142680491,3279,99.8,24.3,4730652,220821,45,1545,52.0
H150680622,3284,100,24.6,4764068,171965,44,583,51.9
H150820687,3283,100,23.9,4722391,217910,39,977,52.0
H144420812,3283,100,25.0,4791259,206350,42,584,52.0
H150720554,3283,100,23.9,4722452,171965,51,825,52.0
H145020655,3284,100,25.6,4828404,217910,40,701,52.0
H143540773,3283,100,24.3,4743461,204300,45,584,52.1
H144600665,3283,100,26.0,4853085,206380,62,584,52.0
H144320731,3284,100,24.3,4744928,206332,46,577,52.1
H142180434,3280,99.9,25.7,4828723,207644,43,834,52.0
H150640535,3284,100,24.3,4745136,204338,52,775,52.1
H150680623,3284,100,23.9,4723094,206344,44,581,52.0
H143540772,3282,99.9,23.9,4722619,217910,43,834,52.0
H141620542,3283,100,24.3,4745096,161310,49,1378,52.1
H141840487,3274,99.7,24.7,4736073,184976,50,1983,52.1
H151400484,3285,100,25.4,4818679,153891,72,1311,52.0
H141820421,3283,100,26.1,4859494,206374,86,894,52.0
98261,3283,100,24.0,4727860,206535,43,578,52.0
68940,3283,100,24.5,4762181,221146,63,603,52.0
75985,3281,99.9,24.3,4745102,112619,67,1332,52.1
83284,3283,100,25.6,4832000,204337,47,1082,52.0
91252,3282,99.9,23.7,4706688,206586,45,826,52.1
89090,3283,100,23.9,4721950,171969,45,834,52.0
69930,3282,99.9,26.0,4852192,149411,62,864,52.0
38434,3281,99.9,24.7,4762153,204339,50,1330,52.0
83566,3283,100,25.9,4851510,190447,49,583,52.0
51301,3284,100,23.9,4721897,250204,39,834,52.0
42141,3283,100,25.5,4818978,149427,49,925,52.0
5933,3283,100,23.9,4721378,161310,54,732,52.0
13864,3282,99.9,26.0,4852578,217791,47,1065,52.0
86904,3283,100,23.8,4713310,155004,55,582,52.1
32480,3283,100,24.5,4753540,206335,41,1132,52.0
38435,3282,99.8,26.9,4901218,206678,51,1393,52.0
91181,3282,99.9,24.4,4752610,206380,43,833,52.0
52952,3282,99.9,26.0,4851605,206320,49,887,52.0
65343,3281,99.9,26.0,4853161,147692,65,1083,52.0
68667,3284,100,24.6,4763883,217910,43,584,51.9
63670,3279,99.8,24.0,4724916,161310,64,1584,52.0
5932,3283,100,25.6,4828489,204338,48,250,52.0
14548,3282,99.9,24.0,4722059,171961,48,973,52.0
9469,3284,100,25.6,4829220,220672,41,834,52.0
93507,3284,100,24.4,4753849,206380,45,578,52.0
37840,3285,100,24.8,4778346,220569,46,834,52.1
23504,3282,99.9,24.6,4763313,244662,70,1986,52.0
83733,3283,100,26.0,4852947,206380,51,578,52.0
7435,3274,99.7,24.3,4721437,206304,47,2842,52.0
68941,3284,100,23.9,4722247,217910,39,583,52.0
9141,3284,100,23.3,4685782,204338,44,368,52.1
90493,3283,100,24.5,4761557,250192,119,825,52.0
9242,3282,99.9,25.1,4796859,185556,46,832,52.0
25197,3253,99.1,24.1,4708865,206380,42,571,52.0
91253,3283,100,25.1,4796205,204338,184,1331,51.9
50881,3281,99.9,24.8,4765426,215634,47,1334,52.1
68666,3284,100,24.5,4763635,206350,42,584,51.9
89987,3281,99.9,23.6,4699534,206333,49,584,52.1
50891,3282,99.9,24.0,4722688,206354,42,1311,52.0
9468,3283,100,24.4,4753449,206383,42,765,52.0
56108,3282,99.9,23.9,4720043,204240,44,715,52.1
90484,3284,100,24.4,4756104,206468,42,578,52.0
85746,3283,100,24.0,4731473,206474,43,584,52.0
90486,3276,99.8,24.3,4730953,144798,71,1084,52.0
84463,3284,100,24.6,4763851,204338,42,584,51.9
93508,3283,100,23.9,4722046,217910,44,584,52.0
84444,3284,100,23.9,4722531,206344,42,584,52.0
89091,3282,99.9,23.5,4698874,245158,41,834,52.1
99081,3284,100,25.4,4818662,163236,68,2237,52.0
91204,3283,100,25.6,4829565,217910,45,583,52.0
5887,3280,99.9,24.0,4721601,204338,47,1551,52.0
9193,3283,100,24.2,4739445,167826,51,583,52.1
83732,3283,100,24.0,4730120,218256,42,779,52.0
5861,3283,100,24.3,4744635,204338,47,895,52.1
14546,3282,99.9,23.9,4719049,204338,47,1058,52.0
38433,3281,99.9,24.3,4738663,221749,43,1545,52.1
91251,3284,100,24.4,4753728,217910,41,580,52.0
14547,3282,99.9,24.3,4742157,217934,45,1084,52.1
97875,3283,100,26.6,4896235,206333,157,584,51.9
90520,3282,99.9,23.5,4698943,206265,41,584,52.1
5340,3283,100,24.0,4727622,172311,100,560,52.0
98260,3284,100,24.4,4757264,172324,44,576,52.0
68700,3284,100,25.6,4832129,204338,45,585,52.0
14549,3281,99.9,26.1,4852186,155223,51,1382,52.0
25270,3280,99.9,24.2,4730547,206426,43,1000,52.0
91241,3283,100,25.9,4852390,217910,52,576,52.0
7433,3282,99.9,25.8,4842039,206386,80,1364,52.0
91240,3282,99.9,23.6,4699308,206333,43,834,52.1
5902,3283,100,23.3,4684781,204339,42,584,52.1
32481,3280,99.9,26.1,4852742,217710,49,1834,52.0
69886,3283,100,25.9,4850328,190447,57,584,52.0
99753,3285,100,25.3,4814785,185065,55,1255,52.0
83574,3280,99.9,23.7,4701717,206273,43,250,52.1
56940,3283,100,23.9,4719711,191840,43,1547,52.0
18673,3283,100,23.9,4724301,217754,47,834,52.0
18668,3282,99.9,23.8,4717707,206320,47,1334,52.1
53042,3284,100,24.4,4753530,217793,40,825,52.0
21852,3284,100,23.9,4721003,206380,46,1084,52.0
56973,3278,99.8,26.0,4847945,141641,84,2406,52.0
18669,3276,99.8,24.1,4720410,110700,85,1750,52.0
56975,3284,100,23.9,4722645,207387,46,834,52.0
15251,3282,99.9,24.0,4727227,204382,69,615,52.0
82540,3281,99.9,24.3,4737985,184893,49,577,52.1
15252,3277,99.8,24.2,4725599,172161,45,2723,52.1
56974,3270,99.6,24.4,4739290,67654,139,1432,52.1
53067,3284,100,23.7,4711908,206439,42,1154,52.1
21093,3281,99.9,24.1,4723844,171965,52,1744,52.0
18575,3279,99.8,24.8,4759729,206240,48,854,51.9
45205,3243,98.8,26.1,4749369,144140,71,8078,52.0
15250,3282,99.9,29.9,5123788,161284,583,7103,51.8
60161,3278,99.8,24.8,4761165,149414,59,1289,51.9
18541,3275,99.7,24.2,4717453,200645,51,1834,52.0
21133,3280,99.9,23.6,4698454,206332,42,1081,52.1
56972,3284,100,23.9,4721852,206380,43,584,52.0
95261,3283,100,24.1,4731776,206450,42,855,52.0
53052,3284,100,24.4,4753836,206356,44,830,52.0
56941,3283,100,23.9,4720309,250192,45,577,52.0
21130,3281,99.9,24.0,4727721,204603,58,1584,52.0
82541,3283,100,23.9,4723872,218004,40,462,52.0
29314,3282,99.9,26.0,4851188,171949,51,2126,52.0
97258,3284,100,23.9,4722715,217910,43,832,52.0
20939,3281,99.9,23.7,4707195,217121,56,826,52.1
21873,3280,99.9,24.1,4721314,206392,41,1293,52.0
15253,3281,99.9,25.9,4848768,217715,54,1250,52.0
116032,3284,100,24.4,4754076,206350,45,722,52.0
105324,3283,100,25.6,4826392,184345,60,1219,52.0
126207,3283,100,25.6,4830003,206380,47,711,52.0
53075,3282,99.9,24.0,4721746,206380,42,834,52.0
122241,3283,100,24.0,4726291,206474,44,570,52.0
115988,3283,100,26.0,4853456,217910,52,582,52.0
107778,3282,99.9,23.5,4696537,217898,39,566,52.1
130506,3284,100,24.3,4745545,153752,55,738,52.1
119431,3284,100,23.8,4719311,220681,38,478,52.1
188363,3284,100,24.0,4728020,217910,56,584,52.0
171342,3282,99.9,24.1,4735918,185290,47,1151,52.0
13071_1_91_NigAbujaPO575,3279,99.8,27.2,4917475,185529,51,386,51.9
13071_1_93_NigAbujaPO601,3282,99.9,24.1,4728005,204351,41,205,52.1
13097_1_77_NigAbujaPO107,3277,99.8,27.7,4952355,206419,66,15116,51.9
13097_1_78_NigAbujaPO132,3282,99.9,27.5,4956549,204402,47,2123,51.9
13097_1_80_NigAbujaPO227,3280,99.8,27.2,4916497,204393,52,850,51.9
13097_1_79_NigAbujaPO187,3279,99.8,27.2,4915951,204545,53,293,51.9
13097_1_74_NigAbujaPO30,3271,99.6,27.2,4910790,206004,50,206,51.9
13097_1_81_NigAbujaPO260,3272,99.6,24.2,4724050,204356,48,1241,52.0
13097_1_84_NigAbujaPO351,3277,99.8,27.2,4916870,186074,56,389,51.9
13097_1_83_NigAbujaPO293,3277,99.8,28.6,5011683,185425,51,2800,51.8
13103_1_2_NigAbujaPO771,3281,99.8,27.2,4918459,204357,44,505,51.9
13103_1_4_NigAbujaPO812,3280,99.8,27.2,4916758,204398,52,208,51.9
13103_1_6_NigAbujaPO919,3280,99.8,27.2,4918032,185428,48,125,51.9
13097_1_85_NigAbujaPO355,3280,99.8,27.1,4916416,204357,50,2923,51.9
13103_1_7_NigAbujaPO1057,3280,99.8,27.2,4917497,204376,49,672,51.9
13103_1_11_NigAbujaPO1098,3278,99.8,27.3,4919278,204477,52,582,51.9
13103_1_9_NigAbujaPO1063,3280,99.8,27.1,4916601,184409,53,153,51.9
13103_1_8_NigAbujaPO1060,3280,99.8,27.2,4918321,210611,44,192,51.9
13103_1_12_NigAbujaPO1101,3275,99.7,27.2,4910696,185425,53,290,51.9
13103_1_13_NigAbujaPO1102,3282,99.9,24.1,4729255,204406,42,180,52.1
13134_1_14_NigAbujaPO1110,3284,100,24.1,4737418,206286,44,383,52.0
13134_1_16_NigAbujaPO1131,3282,99.9,24.1,4730470,206280,39,367,52.1
13134_1_21_NigAbujaPO1242,3279,99.8,27.2,4918153,205998,43,201,51.9
13134_1_20_NigAbujaPO1232,3278,99.8,24.1,4728472,213370,42,118,52.0
13134_1_18_NigAbujaPO1210,3280,99.8,27.2,4920517,235708,43,491,51.9
13134_1_25_NigAbujaPO1265,3278,99.8,27.3,4921086,217914,46,304,51.9
13134_1_23_NigAbujaPO1255,3280,99.8,24.4,4738657,185743,46,266,52.1
13134_1_24_NigAbujaPO1256,3281,99.9,24.1,4730680,217867,41,170,52.1
13566_1_2_NigAbujaG2055,3270,99.6,27.3,4913584,206018,47,4584,51.9
13566_1_6_NigAbujaBH988,3272,99.6,26.3,4836676,216092,55,6131,52.1
13566_1_4_NigAbujaBH516,3277,99.8,23.7,4699318,206283,39,4745,52.1
13566_1_3_NigAbujaBH303,3272,99.6,27.3,4911290,206003,47,4114,51.9
13566_1_10_NigAbujaG2113,3272,99.6,27.3,4911287,185402,47,4586,51.9
13566_1_13_NigAbujaBH772,3279,99.8,23.7,4699754,218230,39,3233,52.1
13566_1_11_NigAbujaBH348,3278,99.8,23.7,4699423,237185,38,4210,52.1
13566_1_14_NigAbujaBH1011,3280,99.9,23.6,4701358,217709,40,2255,52.1
13566_1_21_NigAbujaBH1034,3281,99.9,23.5,4698009,204299,44,2412,52.1
13566_1_26_NigAbujaBH559,3275,99.7,27.1,4910681,217858,46,3442,51.9
13566_1_17_NigAbujaG2117,3278,99.8,27.8,4965734,206287,53,4661,51.9
13566_1_25_NigAbujaBH355,3272,99.6,27.3,4912009,204333,46,4636,51.9
13566_1_28_NigAbujaBH1127,3273,99.7,27.2,4912812,206004,47,3419,51.9
13566_1_33_NigAbujaBH567,3273,99.7,24.5,4733577,204362,45,4336,52.1
13566_1_39_NigAbujaBH405,3273,99.7,27.2,4911779,204295,44,5427,51.9
13566_1_40_NigAbujaBH577,3278,99.8,24.3,4731988,185423,45,3340,52.1
13566_1_35_NigAbujaBH1147,3274,99.7,24.4,4722737,205993,42,4831,52.1
13566_1_42_NigAbujaBH1157,3271,99.6,27.3,4912432,204297,52,5285,51.9
13566_1_45_NigAbujaBH159,3270,99.6,27.4,4912339,204303,46,6263,51.9
13566_1_46_NigAbujaBH424,3265,99.4,27.6,4913215,185495,50,5465,51.9
13566_1_47_NigAbujaBH612,3275,99.7,27.2,4912701,185455,49,3800,51.9
13566_1_52_NigAbujaBH213,3281,99.9,24.7,4764499,210443,42,1851,52.1
13566_1_54_NigAbujaBH616,3272,99.6,27.3,4911810,185351,46,4926,51.9
13566_1_49_NigAbujaBH1184,3274,99.7,24.2,4719836,185398,49,3185,52.1
13566_1_55_NigAbujaBH844,3279,99.8,23.7,4701134,204362,41,5118,52.1
13566_1_56_NigAbujaBH1201,3267,99.5,26.4,4835671,185441,51,6269,52.1
13566_1_53_NigAbujaBH434,3275,99.7,27.1,4911319,204292,47,2068,51.9
13566_1_61_NigAbujaBH640,3268,99.5,27.3,4911998,181083,48,6637,51.9
13566_1_66_NigAbujaBH242,3276,99.8,23.7,4698987,204337,42,4878,52.1
13566_1_60_NigAbujaBH452,3274,99.7,27.2,4912293,217868,48,5503,51.9
13566_1_59_NigAbujaBH229,3280,99.9,27.6,4953104,206289,44,6687,51.9
13566_1_69_NigAbujaBH882,3276,99.8,23.8,4697427,206227,42,6892,52.1
13566_1_67_NigAbujaBH483,3269,99.5,26.2,4834827,185313,52,6854,52.1
13566_1_76_NigAbujaBH924,3276,99.8,23.7,4699020,204341,43,3285,52.1
13566_1_81_NigAbujaBH505,3276,99.8,27.1,4910269,204292,47,4919,51.9
13566_1_74_NigAbujaBH485,3261,99.3,24.7,4730852,206386,43,12526,52.1
13566_1_80_NigAbujaBH282,3276,99.8,27.1,4911428,196968,49,2439,51.9
13566_1_82_NigAbujaBH726,3241,98.7,28.2,4910343,206040,54,31722,51.9
13566_1_83_NigAbujaBH966,3245,98.8,24.6,4692630,220673,43,14481,52.1
14555_2_2_NigAbujaPO1370,3278,99.8,24.4,4738429,207386,41,5050,52.1
14555_2_9_NigAbujaPO1281,3274,99.7,27.2,4910221,206004,45,2682,51.9
14555_2_3_NigAbujaPO1594,3274,99.7,27.2,4910831,205988,46,2628,51.9
14555_2_8_NigAbujaG1159,3275,99.7,27.3,4911650,176520,54,2517,51.9
14555_2_12_NigAbujaPO2309,3273,99.7,27.2,4905405,205992,46,3340,51.9
14555_2_14_NigAbujaG198,3282,99.9,24.7,4766608,206182,43,1665,52.1
14555_2_15_NigAbujaG710,3267,99.5,21.6,4559581,206038,42,2594,52.2
14555_2_17_NigAbujaPO1307,3281,99.9,24.0,4724040,207361,40,2105,52.1
14555_2_21_NigKanoC1318,3278,99.8,27.0,4902038,206001,45,1681,51.9
14555_2_18_NigAbujaPO1395,3270,99.6,24.2,4720467,204340,42,3750,52.0
14555_2_16_NigAbujaG1250,3278,99.8,24.2,4721376,217858,41,2233,52.1
14555_2_20_NigAbujaPO2330,3277,99.8,27.1,4908747,204297,49,2648,51.9
14555_2_27_NigAbujaPO1712,3276,99.8,28.6,5007070,204297,50,3418,51.8
14555_2_24_NigAbujaG1259,3277,99.8,24.2,4728950,206316,42,2616,52.0
14555_2_29_NigKanoC1331,3279,99.8,24.8,4767645,206306,46,2102,52.1
14555_2_28_NigAbujaPO2434,3265,99.4,23.6,4682466,250120,38,1401,52.1
14555_2_25_NigAbujaPO1317,3278,99.8,24.2,4723730,256385,37,2587,52.1
14555_2_30_NigAbujaG254,3271,99.6,27.4,4912018,208327,46,5746,51.9
14555_2_32_NigAbujaG1290,3277,99.8,27.2,4911109,204337,45,2098,51.9
14555_2_31_NigAbujaG737,3277,99.8,27.2,4911868,219236,48,1806,51.9
14555_2_35_NigAbujaPO1747,3278,99.8,27.1,4912354,206004,47,2229,51.9
14555_2_37_NigKanoC1352,3271,99.6,27.3,4909434,204338,49,4103,51.9
14555_2_36_NigAbujaPO2576,3273,99.7,24.4,4722885,201724,43,2540,52.1
14555_2_39_NigAbujaG753,3272,99.6,27.4,4912449,208429,46,3930,51.9
14555_2_41_NigAbujaPO1324,3273,99.7,24.1,4720314,206310,42,2018,52.0
14555_2_43_NigAbujaPO1763,3272,99.6,27.3,4910068,204341,45,3702,51.9
14555_2_44_NigAbujaPO2677,3276,99.8,27.2,4911704,206004,46,2287,51.9
14555_2_45_NigKanoC1360,3275,99.7,27.0,4903032,204297,51,2757,51.9
14555_2_48_NigAbujaG1320,3272,99.6,24.6,4732392,204308,43,4105,52.1
14555_2_49_NigAbujaPO1333,3278,99.8,27.1,4911287,204341,47,1044,51.9
14555_2_47_NigAbujaG795,3275,99.7,27.2,4911112,201772,48,2479,51.9
14555_2_53_NigKanoC1386,3274,99.7,24.3,4722175,201758,44,3422,52.1
14555_2_52_NigAbujaPO2732,3281,99.9,27.6,4952250,206316,43,7741,51.9
14555_2_51_NigAbujaPO1770,3270,99.6,27.3,4911594,217896,46,4641,51.9
14555_2_54_NigAbujaG382,3276,99.8,27.2,4911949,206004,48,3241,51.9
14555_2_56_NigAbujaG1325,3273,99.7,24.5,4733003,185439,45,3117,52.1
14555_2_58_NigAbujaPO1539,3272,99.6,24.8,4757147,206322,113,8313,52.1
14555_2_55_NigAbujaG863,3279,99.8,27.0,4907896,185452,51,1403,51.9
14555_2_61_NigKanoC1524,3276,99.8,25.4,4798197,204293,47,3313,52.1
14555_2_62_NigAbujaG480,3277,99.8,27.2,4910776,205784,47,2093,51.9
14555_2_63_NigAbujaG953,3270,99.6,24.7,4751712,195708,43,2100,52.1
14555_2_60_NigAbujaPO2744,3280,99.9,27.5,4944555,192240,56,3956,51.9
14555_2_65_NigAbujaPO1335,3274,99.7,24.1,4719249,217874,41,2923,52.0
14555_2_66_NigAbujaPO1551,3272,99.6,24.2,4720153,204296,42,4177,52.0
14555_2_64_NigAbujaG1357,3278,99.8,24.4,4732432,173254,43,1240,52.1
14555_2_70_NigAbujaG584,3276,99.8,27.1,4910715,206216,50,2317,51.9
14555_2_67_NigAbujaPO1821,3274,99.7,27.3,4911136,206078,45,2501,51.9
14555_2_71_NigAbujaG957,3276,99.8,27.1,4911096,206043,51,5086,51.9
14555_2_72_NigAbujaG1553,3277,99.8,23.6,4694144,204299,44,1873,52.1
14555_2_75_NigAbujaPO1822,3277,99.8,27.1,4909352,205913,45,2515,51.9
14555_2_73_NigAbujaPO1346,3282,99.9,24.2,4737282,206323,44,3200,52.0
14555_2_78_NigAbujaG609,3279,99.8,27.1,4909778,185458,52,2950,51.9
14555_2_81_NigAbujaPO1363,3274,99.7,27.2,4910018,204322,47,3156,51.9
14555_2_79_NigAbujaG1028,3276,99.8,27.1,4910062,201768,47,2447,51.9
14555_2_89_NigAbujaPO1369,3272,99.6,24.1,4719675,206310,42,3055,52.0
14555_2_83_NigAbujaPO1960,3269,99.5,27.5,4910482,204500,47,5464,51.9
14555_2_87_NigAbujaG1099,3277,99.8,24.3,4731440,185478,41,2092,52.1
14555_2_90_NigAbujaPO1591,3275,99.7,27.2,4910472,204293,50,2951,51.9
14555_2_91_NigAbujaPO2031,3283,100,24.1,4736783,222961,41,1944,52.0
14555_2_92_NigAbujaPO2760,3281,99.9,27.4,4947716,206310,44,4253,51.9
14555_2_95_NigAbujaG1105,3279,99.8,24.3,4731661,204298,44,2349,52.1
11642_2_2_BanH09188293_2009,3279,99.8,24.4,4743934,204375,49,3256,52.1
11642_2_4_BanH0920834_2009,3282,99.9,25.1,4788642,204389,49,3848,52.1
11642_2_10_IndH09354568_2009,3280,99.9,25.7,4826618,206371,43,3721,52.0
